pca1,pca2,pca3,pca4,pca5,popular
0.16071557871434475,0.2956357985177313,0.4595635982622469,0.9510732581044354,1.8513161043811825,1
0.0628420809130229,-1.203649859014753,0.1996196801061156,1.0417083889012626,0.540990490873184,1
0.09448646136085223,-0.33119179995070047,-0.5669342564133197,-1.0472229717011854,0.2828722635016976,1
1.0320640800815006,-0.1244879889552301,1.038847219014094,-0.6905846138611708,-1.1019401444595038,1
-0.8656936700867758,-1.0052010108506868,-0.4968986784565293,0.9061273387907844,-0.7767451922020296,1
-0.8329835833086856,1.014433949101311,0.4347666493562653,-0.01787045601613918,-0.10736272207490025,1
-0.885669305584224,-0.3662308155604217,-1.9679088066142438,-0.32747049825534685,-1.0790482338192962,1
1.1335161893458914,-1.174969355721572,0.24560610499000654,1.445334232072778,-0.012329098587764216,1
0.23056217767256443,2.0305369273218705,-0.0016753349963358477,0.6991736644806205,-0.22043757617079124,1
-0.8455362666755785,-0.2814968550344954,-1.153297947603766,-0.6190708112594262,-0.049818494077943705,1
0.08195363327000477,0.5643644085312156,-0.591538325036529,-0.5261050177032162,0.7302149454456393,1
-0.8535320864820852,-0.6080952678183374,-1.4617326329022367,-0.7182031958930563,-0.04879604755509817,1
-0.957101691196542,-0.6952345369669913,-0.9836169192310211,0.22840663681051138,-0.2612635672842536,1
-0.9075586791577055,-0.6360955448700704,-1.1191979600462976,-0.06673048606825145,0.14978557017458305,1
0.45363197668376887,-0.4205713311553172,-1.1608018363405566,0.1961757214762324,-0.36284004117969915,1
-0.23161404467042696,0.2659690014542982,-0.1743876787114929,-0.7106253174809888,0.47385108605738924,1
-1.3108856707825007,-1.5221425904180577,-0.949469276692897,0.046308264926010256,0.057368349287301265,1
2.026170604728662,-0.3688379449310588,-0.9447008298119266,-1.19021192098776,0.4128841861582969,1
0.22469503214381317,-0.732642663124766,-0.3687472933933941,1.046048416432431,-0.2314195521595553,1
-1.1157349257784863,0.1447815856854529,-0.9687517814777893,0.4035704238254968,0.13052938658341215,1
-1.222334893615095,-0.512502647557615,-0.9117459869024631,-0.5765155960568988,-1.1946264066887708,1
0.5314950168777332,1.2199338640346493,0.6542548746507499,-0.8799862408036864,0.6774572028291105,1
-1.0249372048680976,-1.1903751079915923,0.464735261266123,-0.8806256949108422,-0.44907553003984757,1
-1.274996257960213,-1.0212296321312127,0.586167468868136,-0.522108970734956,-0.32510304318794536,1
0.118957940479349,-0.932079808529304,0.4827037751316174,-0.6571903533167102,-0.9329379443976666,1
0.34160501396852594,2.7187298022136,-0.0275874197638368,-0.13025939403296646,-0.3023288086117136,1
0.41855281288262286,-0.7593594599627821,-0.41304114561070526,0.6378419406312588,0.46597345889503894,1
-0.24623584811899402,0.1380232109590601,-0.02713180819655809,-0.4766402473338592,0.8776834254913977,1
0.7307006487582574,-0.27211058384231024,0.15008629651375038,-1.1409955176951887,-0.6510041824316376,1
-0.3811835069295402,-0.6380196157170522,-0.5891382683974633,-0.9895945441691698,0.6907495227885803,1
-0.776711784546944,-1.4580465690646662,-0.057727289014245425,0.8197192809909035,-0.20855940844896118,1
0.8619426507332871,-0.5951203067183248,-1.6049355264271443,-0.3328653084002614,-0.09919531079609438,1
-0.8156459344614183,0.9390164056113962,-0.4225269560334022,-0.717262488739791,-0.34582391436904925,1
-0.9367308990458192,-1.3077788249526985,-0.5442504025107999,-1.1339291728644745,0.2861530376371851,1
0.41622692822571483,-0.7275118145061913,-0.8023425970033778,-0.26353823133547516,0.21336576140435576,1
-0.5688511324648822,-1.1293526401594154,-0.13748694956926477,-1.1588237759001794,0.6287651892045105,1
2.138418264894888,-0.8009914479012697,1.0365544830591833,-0.19042829057997854,-1.293620886554399,1
-0.43248570973579953,-0.35186238776600826,-1.8542395913400722,-0.3515150800785999,0.09169658675868447,1
3.142033232176095,-0.2891990658141773,-0.04155246365502954,0.7787954964962187,-0.7773661015688244,1
-0.45126999712685845,-0.5369911018760474,0.9387509918162641,0.6803800066460015,-0.6739224251903728,1
-0.24683693900014303,-1.4473437226893513,0.06450061181053733,0.9303638129560945,-0.1791603406339361,1
-0.4341594632687027,-0.5573201615531961,-1.4021201298000363,0.6486069731041872,-0.19668218193182968,1
-0.03691192762862819,1.9401188282533592,-0.005934355339494254,1.0346443145966049,-0.05724804645298759,1
-1.2168691950118513,-0.7911519004393586,-0.5550723627273115,-1.2206033635356872,0.03572446286135027,1
-0.5504653574862504,0.7123822295969731,1.5794609736417269,-0.5006745990843545,0.5021613806240379,1
-1.2987151315074157,-1.0205170226570284,-0.9655396892265782,-1.0726729849608938,-0.3864339182670783,1
-0.8362429282050154,1.3973064074770571,0.22244375479363498,-0.49610287163268413,0.5306322324588028,1
-0.8923315352452932,1.6507834998479907,0.6886139696190476,0.9198627731960357,1.0823222344521077,1
1.5011803560657908,-1.0364776333248782,-0.4918135315413231,0.9560491970796794,1.1299473424221065,1
0.5315924035339497,-0.20740500256104846,0.8378988675053856,-1.1496870047094407,-0.9879804951686644,1
1.7992945798272324,0.8475986582312303,0.4240996147198671,-0.5451597607614751,-0.9620842000455145,1
0.9065584371207884,0.07535081424102988,2.237248664738392,-1.7655212331144257,1.0342010879349464,1
-1.4516561954481662,-1.4690167811732922,-0.07126448786819199,0.5978541452095556,-0.893358619761877,1
-0.7799998378772787,-1.666556967535272,0.5466597596302589,1.6085087930321638,0.722964187057227,1
-0.13001135474747028,-0.13379719552353986,0.8296496685693521,-1.012893715752582,0.4467347717264695,1
-0.8751227693510367,0.5191844724421171,-0.9212817104506015,0.29042805515982056,-1.1093081433535943,1
